   1            0.001
   2            0.001
   3            0.001
   4            0.001
   5            0.001
   6            0.001
   7            0.001
   8            0.001
   9            0.001
  10            0.001
  11            0.001
  12            0.001
  13            0.001
  14            0.001
  15            0.001
  16            0.001
  17            0.001
  18            0.001
  19            0.001
  20            0.001
  21            0.001
  22            0.001
  23            0.001
  24            0.001
  25            0.001
  26            0.001
  27            0.001
  28            0.001
  29            0.001
  30            0.001
  31            0.001
  32            0.001
  33            0.001
