   1             0.01                1
   2             0.01                1
   3             0.01                1
   4             0.01                1
   5             0.01                1
   6             0.01                1
   7             0.01                1
   8             0.01                1
   9             0.01                1
  10             0.01                1
  11             0.01                1
  12             0.01                1
  13             0.01                1
  14             0.01                1
  15             0.01                1
  16             0.01                1
  17             0.01                1
  18             0.01                1
  19             0.01                1
  20             0.01                1
  21             0.01                1
  22             0.01                1
  23             0.01                1
  24             0.01                1
  25             0.01                1
  26             0.01                1
  27             0.01                1
  28             0.01                1
  29             0.01                1
  30             0.01                1
  31             0.01                1
  32             0.01                1
  33             0.01                1
  34             0.01                1
  35             0.01                1
  36             0.01                1
  37             0.01                1
  38             0.01                1
  39             0.01                1
  40             0.01                1
  41             0.01                1
  42             0.01                1
  43             0.01                1
  44             0.01                1
  45             0.01                1
  46             0.01                1
  47             0.01                1
  48             0.01                1
  49             0.01                1
  50             0.01                1
  51             0.01                1
  52             0.01                1
  53             0.01                1
  54             0.01                1
  55             0.01                1
  56             0.01                1
  57             0.01                1
  58             0.01                1
  59             0.01                1
  60             0.01                1
  61             0.01                1
  62             0.01                1
  63             0.01                1
  64             0.01                1
  65             0.01                1
  66             0.01                1
  67             0.01                1
  68             0.01                1
  69             0.01                1
  70             0.01                1
  71             0.01                1
  72             0.01                1
  73             0.01                1
  74             0.01                1
  75             0.01                1
  76             0.01                1
  77             0.01                1
  78             0.01                1
  79             0.01                1
  80             0.01                1
  81             0.01                1
  82             0.01                1
  83             0.01                1
  84             0.01                1
  85             0.01                1
  86             0.01                1
  87             0.01                1
  88             0.01                1
  89             0.01                1
  90             0.01                1
  91             0.01                1
  92             0.01                1
  93             0.01                1
  94             0.01                1
  95             0.01                1
  96             0.01                1
  97             0.01                1
  98             0.01                1
  99             0.01                1
 100             0.01                1
 101             0.01                1
 102             0.01                1
 103             0.01                1
 104             0.01                1
 105             0.01                1
 106             0.01                1
 107             0.01                1
 108             0.01                1
 109             0.01                1
 110             0.01                1
 111             0.01                1
 112             0.01                1
 113             0.01                1
 114             0.01                1
 115             0.01                1
 116             0.01                1
 117             0.01                1
 118             0.01                1
 119             0.01                1
 120             0.01                1
 121             0.01                1
 122             0.01                1
 123             0.01                1
 124             0.01                1
 125             0.01                1
 126             0.01                1
 127             0.01                1
 128             0.01                1
 129             0.01                1
 130             0.01                1
 131             0.01                1
