   1               0            -0.5               0
   2               0             0.5               0
   3               0               0     0.866025404
   4               1            -0.5               0
   5               1             0.5               0
   6               1               0     0.866025404
   7               2            -0.5               0
   8               2             0.5               0
   9               2               0     0.866025404
  10               3            -0.5               0
  11               3             0.5               0
  12               3               0     0.866025404
  13               4            -0.5               0
  14               4             0.5               0
  15               4               0     0.866025404
  16               5            -0.5               0
  17               5             0.5               0
  18               5               0     0.866025404
  19               6            -0.5               0
  20               6             0.5               0
  21               6               0     0.866025404
  22               7            -0.5               0
  23               7             0.5               0
  24               7               0     0.866025404
  25               8            -0.5               0
  26               8             0.5               0
  27               8               0     0.866025404
  28               9            -0.5               0
  29               9             0.5               0
  30               9               0     0.866025404
  31              10            -0.5               0
  32              10             0.5               0
  33              10               0     0.866025404
 -34            -0.3            -0.5               0
 -35               0            -0.8               0
 -36               0            -0.5            -0.3
 -37            -0.3             0.5               0
 -38               0             0.5            -0.3
 -39              10            -0.8            -0.3
 -40              10            -0.5            -0.3
 -41              10             0.5            -0.3
